At1,At2,Class
0.276,0.397,b'1.0'
0.949,0.422,b'-1.0'
1.06,0.842,b'-1.0'
1.98,1.27,b'1.0'
-0.279,-0.0928,b'1.0'
0.275,1.18,b'-1.0'
-0.318,0.317,b'1.0'
-1.32,-0.088,b'1.0'
-0.695,-0.736,b'-1.0'
0.916,1.63,b'-1.0'
0.974,0.512,b'-1.0'
-0.567,-1.7,b'-1.0'
1.38,0.749,b'-1.0'
0.521,-1.04,b'-1.0'
1.13,0.429,b'-1.0'
-0.511,1.5,b'-1.0'
1.46,-0.91,b'1.0'
1.67,0.0877,b'-1.0'
-0.965,-0.978,b'-1.0'
-2.0,-1.72,b'1.0'
-1.43,-1.02,b'1.0'
0.739,0.139,b'1.0'
0.369,0.49,b'1.0'
-1.64,-1.8,b'1.0'
-1.31,-0.498,b'1.0'
0.44,0.9,b'-1.0'
-1.59,-1.36,b'1.0'
-0.724,0.215,b'1.0'
1.33,1.43,b'1.0'
-0.91,-0.607,b'1.0'
1.19,0.997,b'-1.0'
-0.914,0.425,b'1.0'
1.11,0.375,b'-1.0'
-1.46,-0.298,b'1.0'
-0.328,0.232,b'1.0'
0.941,-0.789,b'1.0'
-1.82,0.885,b'-1.0'
0.0949,-1.56,b'-1.0'
0.874,-0.769,b'1.0'
-0.967,0.592,b'-1.0'
0.803,1.35,b'-1.0'
-0.521,0.726,b'1.0'
-0.76,-0.698,b'1.0'
-2.25,-1.96,b'1.0'
-0.749,0.0101,b'1.0'
-0.00626,-0.959,b'-1.0'
1.01,-0.984,b'1.0'
0.198,-1.19,b'-1.0'
0.544,1.63,b'1.0'
-0.213,0.259,b'1.0'
-0.729,1.37,b'-1.0'
0.112,0.0285,b'1.0'
-0.968,-0.912,b'-1.0'
-0.566,-1.33,b'-1.0'
-0.271,1.59,b'-1.0'
1.56,-0.367,b'1.0'
0.897,1.07,b'-1.0'
1.39,-0.498,b'-1.0'
0.0968,-0.225,b'1.0'
0.374,0.966,b'-1.0'
-0.791,-1.26,b'-1.0'
0.615,0.558,b'-1.0'
-0.391,0.181,b'1.0'
-0.153,-1.2,b'-1.0'
0.298,0.509,b'1.0'
0.557,-1.04,b'1.0'
-0.109,-1.07,b'-1.0'
0.412,-0.124,b'1.0'
-1.55,-1.47,b'1.0'
1.9,1.27,b'1.0'
0.838,-0.115,b'1.0'
0.243,1.61,b'-1.0'
0.48,-1.1,b'-1.0'
0.854,-0.537,b'1.0'
-0.00294,0.513,b'1.0'
1.34,0.878,b'-1.0'
0.00865,-0.918,b'-1.0'
1.82,-0.643,b'-1.0'
-0.212,-1.18,b'-1.0'
0.823,-1.21,b'-1.0'
-0.835,-1.06,b'-1.0'
-0.536,1.05,b'-1.0'
-1.53,-1.21,b'1.0'
0.352,0.333,b'1.0'
-1.09,0.531,b'-1.0'
0.709,0.872,b'-1.0'
1.54,1.75,b'1.0'
-1.87,-0.555,b'1.0'
-0.282,1.78,b'1.0'
0.428,-0.494,b'1.0'
0.923,0.933,b'-1.0'
-1.21,-0.409,b'1.0'
-1.31,0.175,b'1.0'
-0.753,-0.321,b'1.0'
0.614,-1.46,b'-1.0'
-0.598,-1.35,b'-1.0'
-1.15,-0.0498,b'1.0'
1.6,-1.36,b'1.0'
-0.902,-0.36,b'1.0'
-0.66,-0.0708,b'1.0'
2.57,0.989,b'1.0'
-1.13,-0.0634,b'1.0'
-1.01,-0.397,b'1.0'
1.43,-1.21,b'1.0'
1.0,0.254,b'-1.0'
-0.103,-0.414,b'1.0'
-0.969,1.02,b'-1.0'
1.09,1.03,b'-1.0'
1.08,0.0163,b'-1.0'
1.44,-1.7,b'1.0'
-2.02,-0.792,b'1.0'
1.17,0.511,b'-1.0'
0.0403,-1.51,b'-1.0'
0.931,0.783,b'-1.0'
0.824,0.587,b'1.0'
-0.0957,-1.06,b'-1.0'
1.05,0.472,b'-1.0'
-0.268,-1.52,b'-1.0'
1.35,0.229,b'-1.0'
-1.4,0.475,b'-1.0'
-1.34,-0.419,b'1.0'
-0.523,-1.31,b'-1.0'
1.18,1.49,b'-1.0'
0.566,0.0815,b'1.0'
0.34,-1.34,b'-1.0'
0.578,-0.622,b'1.0'
0.753,1.89,b'1.0'
-0.184,-0.0314,b'1.0'
0.56,1.7,b'1.0'
1.07,0.457,b'-1.0'
-0.613,0.775,b'1.0'
0.819,0.0462,b'1.0'
1.11,-0.0628,b'-1.0'
-1.61,-1.13,b'1.0'
1.06,-0.0531,b'1.0'
0.764,-0.804,b'1.0'
0.226,-1.38,b'-1.0'
-1.19,1.01,b'-1.0'
1.25,-0.118,b'-1.0'
-1.76,-1.17,b'1.0'
-0.234,-0.656,b'1.0'
-1.45,-1.29,b'1.0'
0.234,-0.822,b'1.0'
-1.84,-0.865,b'1.0'
-1.63,-1.32,b'1.0'
-0.715,-0.969,b'-1.0'
0.0973,-1.33,b'-1.0'
-0.551,0.288,b'1.0'
1.39,-0.013,b'-1.0'
0.215,-1.66,b'-1.0'
0.0224,1.43,b'1.0'
-0.338,-1.33,b'-1.0'
-0.693,-0.113,b'1.0'
0.0533,-1.02,b'-1.0'
-0.153,-1.22,b'-1.0'
-1.18,0.0302,b'1.0'
1.15,0.329,b'-1.0'
1.31,-1.4,b'1.0'
-0.285,1.98,b'-1.0'
1.06,-0.0553,b'1.0'
-0.904,-0.203,b'1.0'
0.661,-0.199,b'1.0'
0.896,-1.27,b'1.0'
-1.54,-0.618,b'1.0'
1.29,-0.657,b'1.0'
-1.67,-1.5,b'1.0'
-1.36,-0.848,b'1.0'
1.98,-0.0252,b'-1.0'
0.485,0.635,b'-1.0'
-0.674,0.842,b'-1.0'
0.722,-0.975,b'1.0'
1.02,-0.625,b'1.0'
1.26,-0.181,b'1.0'
-0.658,-1.31,b'-1.0'
-0.405,-1.25,b'-1.0'
1.27,0.493,b'-1.0'
0.933,-0.277,b'1.0'
-0.815,-0.682,b'1.0'
-1.51,-0.769,b'1.0'
0.117,-1.07,b'-1.0'
0.384,2.15,b'-1.0'
-1.32,1.1,b'-1.0'
1.2,-1.65,b'1.0'
0.0529,1.52,b'-1.0'
1.46,0.0373,b'-1.0'
-0.607,-1.6,b'-1.0'
-1.06,-0.549,b'1.0'
-1.39,0.862,b'-1.0'
0.527,0.51,b'1.0'
1.15,-0.451,b'1.0'
-0.171,0.0105,b'1.0'
-1.63,0.524,b'-1.0'
2.2,-0.665,b'-1.0'
0.826,1.42,b'-1.0'
-0.138,-0.0524,b'1.0'
-0.754,1.19,b'-1.0'
0.0574,-0.134,b'1.0'
0.877,0.161,b'-1.0'
1.17,0.446,b'-1.0'
0.647,0.317,b'-1.0'
-1.73,-0.242,b'1.0'
0.631,-0.674,b'1.0'
-0.973,-0.047,b'1.0'
-0.4,0.00463,b'1.0'
-1.14,-1.27,b'1.0'
0.42,1.1,b'-1.0'
0.43,-0.654,b'1.0'
1.49,0.365,b'-1.0'
-0.643,1.68,b'-1.0'
0.698,-0.655,b'1.0'
-0.222,2.47,b'-1.0'
-1.22,-0.0961,b'1.0'
-0.276,1.05,b'-1.0'
-0.253,-0.406,b'1.0'
-1.38,0.678,b'-1.0'
-1.13,-0.443,b'1.0'
1.3,0.175,b'-1.0'
1.64,1.46,b'1.0'
1.48,1.78,b'1.0'
-1.61,-0.363,b'1.0'
-1.52,-1.23,b'1.0'
-0.0657,-1.19,b'-1.0'
-0.653,0.433,b'1.0'
2.48,1.21,b'1.0'
-0.959,1.08,b'-1.0'
0.842,-0.372,b'1.0'
-0.402,-1.11,b'-1.0'
-0.291,0.561,b'1.0'
-1.02,-0.224,b'1.0'
0.45,-0.104,b'1.0'
-1.88,-0.454,b'1.0'
-0.582,-0.752,b'1.0'
-0.594,1.24,b'-1.0'
-1.49,-0.00325,b'1.0'
0.552,1.04,b'-1.0'
1.06,0.443,b'-1.0'
0.406,-0.707,b'1.0'
1.15,0.0436,b'1.0'
0.612,1.37,b'-1.0'
1.1,0.508,b'-1.0'
1.1,0.604,b'-1.0'
-0.753,1.18,b'-1.0'
-1.13,0.411,b'1.0'
-0.872,0.26,b'1.0'
-0.415,0.256,b'1.0'
0.801,-0.639,b'1.0'
0.762,0.125,b'1.0'
0.0343,-1.18,b'-1.0'
0.524,-0.231,b'1.0'
-0.0262,-1.18,b'-1.0'
-1.47,-0.0358,b'1.0'
1.29,0.152,b'-1.0'
-0.851,0.189,b'1.0'
-0.961,1.0,b'-1.0'
-0.776,0.127,b'1.0'
-0.674,-0.62,b'1.0'
0.244,-0.69,b'1.0'
-0.974,0.511,b'1.0'
0.37,1.03,b'-1.0'
-1.98,-0.88,b'1.0'
0.308,0.117,b'1.0'
-1.62,0.468,b'-1.0'
-0.843,-1.08,b'-1.0'
1.0,1.17,b'-1.0'
-0.954,0.687,b'1.0'
0.768,-0.966,b'1.0'
1.64,1.12,b'1.0'
-1.7,-0.554,b'1.0'
0.404,0.00999,b'1.0'
0.704,-0.906,b'1.0'
0.335,1.39,b'1.0'
-1.7,-0.569,b'1.0'
2.64,1.14,b'1.0'
0.769,0.772,b'-1.0'
-0.255,-0.142,b'1.0'
